id,make_brand,model,size
2788,Kubota,U-35-4,300x84x53
2789,Kubota,U-36-4,300x84x53
2790,Kubota,"KH26SR (40L)",320x40x100
2791,Kubota,"KH30SR (40L)",320x40x100
2792,Kubota,KH30SRG,320x40x100
2793,Kubota,"KH26SR (43L)",320x43x100
2794,Kubota,"KH30SR (43L)",320x43x100
2795,Kubota,KX040-4,350x86x54.5
2796,Kubota,KX042-4,350x86x54.5
2797,Kubota,KX121-3,350x86x54.5
2798,Kubota,K038,350x84x56
2799,Kubota,KX121-2,350x84x56
2800,Kubota,KX121-2S,350x84x56
2801,Kubota,KH045,400x37x142
2802,Kubota,KX040,400x37x142
2803,Kubota,KX045,400x37x142
2804,Kubota,KX151,400x37x142
2805,Kubota,KH040,400x37x142
2806,Kubota,KH151,400x37x142
2807,Kubota,KH055,400x39x142
2808,Kubota,KH130,400x36x146
2809,Kubota,"KH52SR (400x36x146)",400x36x146
2810,Kubota,K040,400x72x72.5W
2811,Kubota,K045,400x72x72.5W
2812,Kubota,K151,400x72x72.5W
2813,Kubota,KX161-2,400x72x72.5W
2814,Kubota,KX161-2S,400x72x72.5W
2815,Kubota,KX161-2SR,400x72x72.5W
2816,Kubota,U-45,400x72x72.5W
2817,Kubota,U-45G,400x72x72.5W
2818,Kubota,U-45VA,400x72x72.5W
2819,Kubota,KH055N,400x76x72.5W
2820,Kubota,RX502,400x74x72.5W
2821,Kubota,RX502VA,400x74x72.5W
2822,Kubota,RX501,400x38x142W
2823,Kubota,KX161-3,400x74x72.5WK
2824,Kubota,KX161-3CX,400x74x72.5WK
2825,Kubota,U55,400x74x72.5WK
2826,Kubota,U55-4,400x74x72.5WK
2827,Kubota,U55-4S,400x74x72.5WK
2828,Kubota,KX057-4,400x74x72.5WK
2829,Kubota,U-48-4,400x74x72.5WK
2830,Kubota,U-50-3,400x74x72.5WK
2831,Kubota,U-55,400x74x72.5WK
2832,Kubota,U-55-4,400x74x72.5WK
2833,Kubota,U-55-4S,400x74x72.5WK
2834,Kubota,U-40,400x74x72.5WK
2835,Kubota,U-45-3,400x74x72.5WK
2836,Kubota,"KH50SR (52L)",420x52x100
2837,Kubota,"KH50SR (54L)",420x54x100
2838,Kubota,"KH51SR (52L)",420x52x100
2839,Kubota,"KH51SR (54L)",420x54x100
2840,Kubota,"KH52SR (420x52x100)",420x52x100
2841,Kubota,"KH52SR (420x54x100)",420x54x100
2842,Kubota,KH191(450x78x71),450x78x71
2843,Kubota,KH191(450x72x81),450x72x81
2844,Kubota,KX60-2,450x72x81
2845,Kubota,KX60-3,450x72x81
2846,Kubota,KX75UR,450x76x81N
2847,Kubota,KX80,450x76x81N
2848,Kubota,K080,450x76x81.5
2849,Kubota,KX080,450x76x81.5
2850,Kubota,KX100-5,500x78x92
2851,Kubota,KX120-5,500x84x92
2852,Kubota,RX1300,330x36x79
2853,McElroy,"TracStar 412, 618",180x42x72ETR
2854,McElroy,"TracStar 500 Series II",230x42x72ETR
2855,McElroy,"TracStar 900",300x82x52.5NAV
2856,Morooka,"MST300 (Dumper)",350x53x100
2857,Morooka,"MST300V (Dumper)",350x53x100
2858,Morooka,"MST300VD (Dumper)",350x53x100
2859,Morooka,"MST300VDR (Dumper)",350x53x100
2860,Morooka,MST600V,500x78x90
2861,Morooka,MST600VD,500x78x90
2862,Morooka,MST700,600x76x100
2863,Morooka,MST800,600x80x100
2864,Morooka,MST1100,700x80x100
2865,Morooka,MST1500,700x98x100
2866,Morooka,"MST1500VD Cutting Type",700x98x100
2867,Morooka,MST1700,700x98x100
2868,Morooka,MST1800,650x80x125
2869,Morooka,MST1900,700x98x100
2870,Morooka,MST2000,800x80x125
2871,Morooka,MST2200,750x66x150
2872,Morooka,MST2200V,750x66x150
2873,Morooka,"MST2200VD ",750x66x150
2874,Morooka,MST2300,750x66x150
2875,Morooka,"MST3000 ",800x66x150
2876,Ramrod,1150T,230x39x72
2877,Salsco,RP44-RD,230x53x72EWT
2878,Sany,SY35U,300x84x55
2879,Sany,SY16,230x35x96
2880,Sumitomo,S30UX-1,200x41x72
2881,Sumitomo,"SH 10UJ3",230x47x72
2882,Sumitomo,"SH 18UJ2",230x35x96
2883,Sumitomo,"SH 18UJ2",230x80x48
2884,Sumitomo,"SH 25J",300x72x52.5
2885,Sumitomo,"LS 160 ",400x41x142
2886,Sumitomo,"SH 60",450x42x135
2887,Sumitomo,"SH 75U",450x86x73
2888,Sumitomo,"LMC Trackmaster 75, 85",450x62x90
2889,Sumitomo,"SH 145",500x84x92
2890,Vermeer,RTX100,180x28x60
2891,Vermeer,RTX150,180x28x60
2892,Vermeer,SC30TX,180x32x72
2893,Vermeer,CTX50,180x35x72
2894,Vermeer,RTX250,180x39x72
2895,Vermeer,S400TX,180x39x72
2896,Vermeer,S450TX,180x41x72
2897,Vermeer,S600TX,180x39x72
2898,Vermeer,S650TX,180x41x72
2899,Vermeer,CTX100,180x45x72
2900,Vermeer,CTX160,230x45x72
2901,Vermeer,S725TX,180x45x72
2902,Vermeer,S800TX,230x45x72
2903,Vermeer,S925TX,180x45x72
2904,Vermeer,SC502SP,230x54x72
2905,Vermeer,SC505,230x54x72
2906,Vermeer,SC60TX,230x54x72
2907,Vermeer,SC502SP,230x54x72
2908,Vermeer,SC505,230x54x72
2909,Vermeer,SC60TX,230x54x72
2910,Vermeer,RTX550,320x34x86CHE
2911,Vermeer,RTX750,450x36x86CHE
2912,Vermeer,RTX1250,450x42x86ARB
2913,Vermeer,"D6x6 Navigator",180x39x72ETR
2914,Vermeer,"D8x10 Drill",180x47x72
2915,Vermeer,"D7x11A,D10x15A,D16x20A NAVIGATOR",230x54x72ETR
2916,Vermeer,"D9x13II/13III,10x115",265x52x72SWW
2917,Vermeer,"D16x20II ",250x74x52.5TAV
2918,Vermeer,"D20x20II/20III,D20x22II,D23X30III",300x74x52.5NET
2919,Vermeer,D23x21,300x44x109OKK
2920,Vermeer,"Flextrak 75",450x64x81
2921,"Wacker Neuson",803RD,180x37x72
2922,"Wacker Neuson",1302RD,230x43x72
2923,"Wacker Neuson",1402RD,230x43x72
2924,"Wacker Neuson","DT12 ",180x37x72
2925,"Wacker Neuson",DT15,250x56x72
2926,"Wacker Neuson",ET16,230x33x96
2927,"Wacker Neuson",ET18,230x36x96
2928,"Wacker Neuson",ET20,250x38x96
2929,"Wacker Neuson",ET24,250x37x109W
2930,"Wacker Neuson",EZ26,300x82x52.5W
2931,"Wacker Neuson",EZ28,300x82x52.5W
2932,"Wacker Neuson",EZ36,300x84x53K
2933,"Wacker Neuson",EZ38,300x84x52.5W
2934,"Wacker Neuson",EZ50,400x74x72.5W
2935,"Wacker Neuson",EZ53,400x74x72.5W
2936,"Wacker Neuson",EZ80,450x80x76
2937,"Wacker Neuson",ET24,300x76x52.5W
2938,"Wacker Neuson",ET35,300x84x53K
2939,"Wacker Neuson",ET42,350x86x55
2940,"Wacker Neuson",ET58,400x74x72.5W
2941,"Wacker Neuson",ET65,400x74x72.5WK
2942,"Wacker Neuson",1101CP,450x56x86
2943,"Wacker Neuson",ST31,320x52x86
2944,"Wacker Neuson",ST31,400x52x86
2945,"Wacker Neuson",ST35,450x56x86
2946,"Wacker Neuson",ST45,450x56x86
2947,"Wacker Neuson",ET90,450x80x76
2948,"Wacker Neuson",ET145,500x84x92
2949,"Wacker Neuson",28Z3,300x79x55
2950,"Wacker Neuson",38Z-3,300x41x109
2951,"Wacker Neuson",50Z-3RD,400x74x73
2952,Sheet1,K008,180x37x72ESR
2953,Sheet1,KX018,230x70x48DSK
2954,Sheet1,KX41-3,230x70x48VSO
2955,Sheet1,U17,230x70x48VSO
2956,Sheet1,"KX91-3 & KX71-3",300x80x53KNK
2957,Sheet1,U35,300x84x52.5WNV
2958,Sheet1,CX36B,300x88x52.5WNV
2959,Sheet1,T190,320x49x86BCN
2960,Sheet1,TR270,320x50x86BCN
2961,Sheet1,319E,320x52x86BCN
2962,Sheet1,SVL75,320x52x86BCN
2963,Sheet1,KX040-4,350x86x54.5KDK
2964,Sheet1,KX121-3,350x86x54.5KDK
2965,Sheet1,329E,400x56x86BCN
2966,Sheet1,KX161-3,400x74x72.5KWK
2967,Sheet1,KX057-4,400x74x72.5WNV
2968,Sheet1,U45,400x74x72.5WNV
2969,Sheet1,445CT,450x55x86BCN
2970,Sheet1,T250,450x55x86BCN
2971,Sheet1,TR320,450x55x86BCN
2972,Sheet1,TV380,450x55x86BCN
2973,Sheet1,"SVL90 & SVL95",450x58x86BCN
2974,Sheet1,KX080-3,450x76x81WNV
